Adoption ID,Date,Quantity,Book Id,Book Title,Category
2,8/18/2015,533,701,Adaptive Filter Theory,Engineering
3,9/11/2015,170,957,Principles of Risk Management and Insurance,Business
4,5/5/2015,670,922,Management,Business
5,1/16/2016,164,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
6,8/22/2015,496,898,Better Business,Business
7,2/18/2016,594,921,Digital Business Networks,Business
8,10/27/2015,507,613,Business Math,Business
9,2/28/2016,623,476,Building Java Programs,Computer Science
10,5/14/2015,299,687,Introduction to Materials Science,Engineering
11,3/10/2015,30,697,"English for Careers: Business, Professional, and Technical",Business
12,9/5/2015,567,911,Economics,Economics
1,8/8/2015,59,932,Foundations of Finance,Business
2,4/5/2015,143,980,Hands-On Database,Computer Science
3,8/15/2015,340,637,Elementary Statistics Using Excel,Statistics
4,1/5/2016,177,905,Horngren's Accounting,Business
5,7/8/2015,166,968,Principles of Microeconomics,Economics
6,7/18/2015,359,786,Managerial Accounting: Decision Making and Motivating Performance,Business
7,4/23/2015,100,589,College Algebra with Modeling & Visualization,Mathematics
8,2/8/2016,493,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
9,2/22/2016,604,683,Ownership Series: Ownership: Accountability,Student Success
1,12/15/2015,476,954,Survey of Economics,Economics
2,4/25/2015,655,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
3,7/10/2015,145,893,Manager's Bookshelf,Business
4,6/19/2015,456,705,Statics and Mechanics of Materials,Engineering
5,8/26/2015,413,633,Brief Calculus & Its Applications,Mathematics
6,9/29/2015,279,923,Guide to Presentations,Business
7,12/27/2015,646,475,Java Software Structures,Computer Science
8,5/9/2015,540,632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
9,10/23/2015,584,791,Essentials of Database Management,Computer Science
10,10/22/2015,175,477,Starting Out With Visual Basic,Computer Science
11,6/6/2015,88,475,Java Software Structures,Computer Science
12,12/15/2015,166,788,Manufacturing Engineering & Technology,Engineering
13,3/24/2015,649,792,Managing Engineering and Technology,Engineering
14,3/13/2015,352,933,Economics Today,Economics
15,3/17/2015,665,692,Cryptography and Network Security: Principles and Practice,Computer Science
16,10/30/2015,696,703,Principles of Macroeconomics,Economics
17,3/23/2015,238,646,"Power Electronics: Circuits,Devices & Applications",Engineering
18,9/20/2015,683,608,Basic Technical Mathematics with Calculus,Mathematics
19,3/16/2015,612,895,Intercultural Business Communication,Business
20,12/21/2015,272,974,The Economics of Macro Issues,Economics
21,1/21/2016,410,477,Starting Out With Visual Basic,Computer Science
22,7/12/2015,195,913,Economics,Economics
23,9/28/2015,690,623,Precalculus Essentials,Mathematics
24,3/12/2015,126,559,The Blair Reader,English
25,5/1/2015,394,608,Basic Technical Mathematics with Calculus,Mathematics
26,8/11/2015,590,612,Precalculus with Modeling & Visualization,Mathematics
27,7/24/2015,505,625,"Career Tool Kit, The: Skills for Success",Student Success
28,5/3/2015,456,940,Microeconomics,Economics
29,12/12/2015,234,698,Global Marketing Management,Business
30,6/14/2015,427,613,Business Math,Business
31,1/5/2016,320,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
32,12/12/2015,490,676,International Monetary & Financial  Economics,Economics
33,12/26/2015,610,929,Principles of Marketing,Business
34,7/30/2015,506,892,Opportunities and Challenges of Workplace Diversity,Business
35,7/1/2015,512,598,Introductory & Intermediate Algebra 3e,Mathematics
1,6/19/2015,428,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
2,6/5/2015,344,984,E-Commerce 2013,Business
3,11/22/2015,450,681,Electrical Engineering: Principles & Applications,Engineering
4,9/27/2015,291,483,Mathematics for Elementary Teachers with Activity Manual,Mathematics
5,9/6/2015,656,979,Development Economics,Economics
6,6/10/2015,262,643,Engineering Vibration,Engineering
7,10/25/2015,364,678,Marketing Research,Business
8,2/7/2016,534,905,Horngren's Accounting,Business
9,3/19/2015,207,547,"The Curious Writer, Brief Edition",English
10,8/7/2015,354,633,Brief Calculus & Its Applications,Mathematics
11,5/30/2015,647,931,Business Communication,Business
12,5/15/2015,469,906,Database Systems,Computer Science
13,7/21/2015,94,789,Machine Design,Engineering
1,10/5/2015,271,613,Business Math,Business
2,9/23/2015,666,646,"Power Electronics: Circuits,Devices & Applications",Engineering
3,11/22/2015,368,610,Cornerstones for College Success,Student Success
4,9/12/2015,61,490,Essential Statistics,Statistics
5,5/15/2015,325,476,Building Java Programs,Computer Science
6,7/28/2015,217,942,Employment Law,Business
7,7/29/2015,282,976,"The Economics of Women, Men and Work",Economics
8,12/22/2015,414,590,Mathematics for Business,Business
9,6/4/2015,119,561,The DK Handbook,Student Success
10,9/21/2015,114,552,The Prentice Hall Guide for College Writers,English
11,5/23/2015,512,587,Algebra and Trigonometry,Mathematics
12,12/2/2015,40,571,Style: Lessons in Clarity and Grace 11E,English
13,4/16/2015,102,566,Academic Reading,Student Success
14,12/23/2015,368,618,Bridging the Gap,Student Success
15,11/12/2015,568,936,Systems Analysis and Design,Business
16,7/6/2015,358,483,Mathematics for Elementary Teachers with Activity Manual,Mathematics
17,7/20/2015,585,474,Starting Out with C++: Early Objects,Computer Science
18,9/18/2015,130,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
19,12/19/2015,266,548,"The Curious Writer, Concise Edition",English
20,1/13/2016,679,557,LB Brief with Tabs,Student Success
21,11/29/2015,479,924,The Economics of Sports,Economics
22,8/20/2015,99,792,Managing Engineering and Technology,Engineering
23,12/29/2015,222,698,Global Marketing Management,Business
24,7/10/2015,56,927,International Management: Text and Cases,Business
25,9/26/2015,421,556,Mosaics: Reading and Writing Essays 6e,Student Success
26,2/1/2016,517,943,Modern Systems Analysis and Design,Business
27,5/18/2015,699,604,Calculus and Its Applications Expanded Version,Mathematics
28,12/6/2015,187,935,Economics Today: The Micro View,Economics
29,10/23/2015,338,942,Employment Law,Business
30,8/31/2015,584,608,Basic Technical Mathematics with Calculus,Mathematics
31,2/27/2016,673,984,E-Commerce 2013,Business
32,1/30/2016,439,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
33,3/14/2015,293,556,Mosaics: Reading and Writing Essays 6e,Student Success
34,3/28/2015,379,790,Data Structures and Algorithm Analysis in C++,Computer Science
35,2/25/2016,266,557,LB Brief with Tabs,Student Success
1,4/26/2015,468,555,"Global Issues, Local Arguments",English
2,3/9/2015,631,968,Principles of Microeconomics,Economics
3,11/18/2015,319,975,The Economics of Public Issues,Economics
4,2/25/2016,216,904,International Business,Business
5,8/24/2015,344,935,Economics Today: The Micro View,Economics
6,12/25/2015,168,972,Making the Team,Business
7,9/26/2015,676,917,Information Systems Today,Business
8,5/8/2015,489,607,Basic Technical Mathematics,Mathematics
9,11/13/2015,192,680,Introduction to Programming with C++,Computer Science
10,12/19/2015,233,546,The Curious Writer,English
11,2/17/2016,354,695,Aerodynamics for Engineers,Engineering
12,9/18/2015,257,622,"Prealgebra and Introductory Algebra, 4e",Mathematics
1,2/6/2016,450,488,Statistics for Business: Decision Making and Analysis,Statistics
2,12/27/2015,520,590,Mathematics for Business,Business
3,12/1/2015,180,688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
4,3/9/2015,241,980,Hands-On Database,Computer Science
5,3/5/2016,452,611,"Cornerstones for Community College Success, 2/E",Student Success
6,2/17/2016,55,556,Mosaics: Reading and Writing Essays 6e,Student Success
7,8/14/2015,518,597,Introductory Algebra 10,Mathematics
8,8/9/2015,609,707,Managerial Economics,Economics
9,4/19/2015,693,975,The Economics of Public Issues,Economics
10,5/15/2015,496,599,Analysis with an Introduction to Proof,Mathematics
11,3/17/2015,337,893,Manager's Bookshelf,Business
12,5/8/2015,106,556,Mosaics: Reading and Writing Essays 6e,Student Success
13,12/31/2015,125,696,Entrepreneurial Finance,Business
14,4/27/2015,583,625,"Career Tool Kit, The: Skills for Success",Student Success
15,11/7/2015,436,957,Principles of Risk Management and Insurance,Business
16,8/27/2015,620,676,International Monetary & Financial  Economics,Economics
17,9/19/2015,484,944,Principles of Operations Management,Business
18,6/11/2015,684,611,"Cornerstones for Community College Success, 2/E",Student Success
19,7/12/2015,531,677,"Macroeconomics, 2/e",Economics
20,8/20/2015,693,984,E-Commerce 2013,Business
21,6/27/2015,405,938,Microeconomics: Theory and Applications with Calculus,Economics
22,10/25/2015,413,615,Algebra and Trigonometry with Modeling & Visualization,Mathematics
23,3/12/2015,332,557,LB Brief with Tabs,Student Success
24,2/15/2016,500,929,Principles of Marketing,Business
25,11/3/2015,131,550,Literature for Composition,English
26,8/26/2015,221,563,The Necessary Shakespeare,English
27,9/12/2015,573,947,Operations Management,Business
28,1/8/2016,163,694,Visual C# 2012 How to Program,Computer Science
29,6/2/2015,65,482,Excursions in Modern Mathematics,Mathematics
1,11/26/2015,573,595,Intermediate Algebra: Concepts & Applications,Mathematics
2,7/4/2015,653,611,"Cornerstones for Community College Success, 2/E",Student Success
3,6/26/2015,659,704,Fundamentals of Communication Systems,Engineering
4,10/23/2015,662,946,Auditing and Assurance Services,Business
5,12/6/2015,321,595,Intermediate Algebra: Concepts & Applications,Mathematics
6,10/8/2015,402,969,Economics for Managers,Economics
7,10/4/2015,357,485,Elementary Algebra,Mathematics
8,10/15/2015,80,559,The Blair Reader,English
9,2/12/2016,626,562,Sterling Stories,Student Success
10,5/28/2015,284,592,Essential Math 4e,Mathematics
11,1/30/2016,167,968,Principles of Microeconomics,Economics
12,1/23/2016,662,591,Basic College Mathematics,Mathematics
13,2/23/2016,517,622,"Prealgebra and Introductory Algebra, 4e",Mathematics
14,12/19/2015,121,891,Marketing Plan Handbook,Business
15,3/12/2015,486,921,Digital Business Networks,Business
16,10/19/2015,123,549,Complete Works of Shakespeare 7E,English
17,8/14/2015,477,488,Statistics for Business: Decision Making and Analysis,Statistics
18,5/4/2015,675,607,Basic Technical Mathematics,Mathematics
19,4/2/2015,106,696,Entrepreneurial Finance,Business
20,2/14/2016,588,967,Principles of Economics,Economics
21,9/8/2015,303,629,Precalculus: Essentials,Mathematics
22,3/14/2015,381,548,"The Curious Writer, Concise Edition",English
23,3/26/2015,410,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
1,10/25/2015,384,586,College Algebra: An Early Functions Approach,Mathematics
2,2/8/2016,574,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
3,4/19/2015,148,682,Essentials of Entrepreneurship and Small Business Management,Business
4,9/9/2015,402,623,Precalculus Essentials,Mathematics
5,12/3/2015,411,938,Microeconomics: Theory and Applications with Calculus,Economics
6,1/26/2016,695,688,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
7,9/20/2015,341,692,Cryptography and Network Security: Principles and Practice,Computer Science
8,11/8/2015,626,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
9,6/30/2015,660,899,Personal Finance,Business
10,2/20/2016,407,938,Microeconomics: Theory and Applications with Calculus,Economics
11,5/30/2015,311,480,Fundamentals of Statistics,Statistics
1,2/29/2016,663,646,"Power Electronics: Circuits,Devices & Applications",Engineering
2,2/17/2016,78,599,Analysis with an Introduction to Proof,Mathematics
3,6/13/2015,214,564,Read to Achieve: Gateway to Academic Reading,Student Success
4,10/29/2015,540,595,Intermediate Algebra: Concepts & Applications,Mathematics
5,1/28/2016,418,915,Experiencing MIS,Business
6,2/4/2016,44,586,College Algebra: An Early Functions Approach,Mathematics
7,6/15/2015,639,783,Fundamentals of Investing,Business
8,1/15/2016,133,489,Statistics for Business and Economics,Statistics
9,2/4/2016,314,596,Precalculus: A Unit Circle Approach,Mathematics
10,1/17/2016,255,596,Precalculus: A Unit Circle Approach,Mathematics
1,1/23/2016,476,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
2,2/27/2016,433,680,Introduction to Programming with C++,Computer Science
3,10/1/2015,153,559,The Blair Reader,English
4,6/12/2015,185,611,"Cornerstones for Community College Success, 2/E",Student Success
5,5/28/2015,483,984,E-Commerce 2013,Business
6,1/29/2016,166,476,Building Java Programs,Computer Science
7,5/8/2015,353,924,The Economics of Sports,Economics
8,4/30/2015,140,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
9,11/5/2015,63,554,Strategies for Successful Writing,English
10,12/8/2015,286,704,Fundamentals of Communication Systems,Engineering
11,3/5/2016,526,595,Intermediate Algebra: Concepts & Applications,Mathematics
12,7/22/2015,441,591,Basic College Mathematics,Mathematics
13,12/28/2015,266,595,Intermediate Algebra: Concepts & Applications,Mathematics
14,8/28/2015,409,548,"The Curious Writer, Concise Edition",English
15,6/9/2015,517,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
16,10/26/2015,557,704,Fundamentals of Communication Systems,Engineering
17,9/13/2015,622,911,Economics,Economics
18,1/23/2016,655,643,Engineering Vibration,Engineering
19,12/2/2015,138,593,Prealgebra  5e,Mathematics
20,3/4/2016,443,921,Digital Business Networks,Business
21,11/19/2015,253,480,Fundamentals of Statistics,Statistics
22,10/16/2015,611,684,Ownership Series: Ownership: Effective Planning,Student Success
23,9/1/2015,550,599,Analysis with an Introduction to Proof,Mathematics
24,11/25/2015,421,686,Ownership Series: Ownership: Study Strategies,Student Success
25,10/2/2015,528,549,Complete Works of Shakespeare 7E,English
1,12/25/2015,551,790,Data Structures and Algorithm Analysis in C++,Computer Science
2,3/5/2016,320,936,Systems Analysis and Design,Business
3,3/21/2015,475,975,The Economics of Public Issues,Economics
4,4/5/2015,428,932,Foundations of Finance,Business
5,5/24/2015,305,916,Management Information Systems,Business
6,10/8/2015,604,896,Psychology of Investing,Business
7,9/29/2015,221,599,Analysis with an Introduction to Proof,Mathematics
1,11/11/2015,587,947,Operations Management,Business
2,8/6/2015,636,561,The DK Handbook,Student Success
3,2/16/2016,282,474,Starting Out with C++: Early Objects,Computer Science
4,8/8/2015,59,677,"Macroeconomics, 2/e",Economics
5,2/12/2016,241,559,The Blair Reader,English
6,12/10/2015,345,946,Auditing and Assurance Services,Business
7,11/9/2015,260,549,Complete Works of Shakespeare 7E,English
8,10/6/2015,444,899,Personal Finance,Business
9,6/29/2015,347,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
1,10/29/2015,96,550,Literature for Composition,English
2,8/12/2015,134,931,Business Communication,Business
3,3/26/2015,42,485,Elementary Algebra,Mathematics
4,12/3/2015,251,589,College Algebra with Modeling & Visualization,Mathematics
5,8/30/2015,282,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
6,6/26/2015,581,483,Mathematics for Elementary Teachers with Activity Manual,Mathematics
7,5/22/2015,152,638,C++ How to Program (Early Objects Version),Computer Science
8,3/22/2015,269,790,Data Structures and Algorithm Analysis in C++,Computer Science
9,5/25/2015,181,613,Business Math,Business
10,12/22/2015,561,695,Aerodynamics for Engineers,Engineering
11,11/21/2015,327,627,Intermediate Algebra 10,Mathematics
12,8/4/2015,568,927,International Management: Text and Cases,Business
13,11/9/2015,362,965,QuickBooks Pro 2013: A Complete Course,Business
14,1/5/2016,652,950,"Money, Banking, and the Financial System",Economics
15,4/21/2015,511,928,Human Resource Management,Business
16,3/1/2016,568,920,Business Communication Essentials,Business
17,2/11/2016,144,623,Precalculus Essentials,Mathematics
18,6/21/2015,356,954,Survey of Economics,Economics
19,10/20/2015,329,967,Principles of Economics,Economics
20,3/13/2015,361,687,Introduction to Materials Science,Engineering
1,3/8/2015,400,593,Prealgebra  5e,Mathematics
2,3/29/2015,494,705,Statics and Mechanics of Materials,Engineering
3,5/19/2015,494,934,Economics Today: The Macro View,Economics
4,12/24/2015,186,946,Auditing and Assurance Services,Business
5,8/9/2015,38,615,Algebra and Trigonometry with Modeling & Visualization,Mathematics
6,6/23/2015,451,555,"Global Issues, Local Arguments",English
7,11/16/2015,465,629,Precalculus: Essentials,Mathematics
8,1/1/2016,84,612,Precalculus with Modeling & Visualization,Mathematics
9,1/28/2016,325,927,International Management: Text and Cases,Business
1,9/15/2015,295,978,Database Processing,Computer Science
2,4/4/2015,516,554,Strategies for Successful Writing,English
3,4/12/2015,618,648,The DK Guide to Literature,English
4,6/21/2015,247,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
5,9/5/2015,506,607,Basic Technical Mathematics,Mathematics
6,4/2/2015,666,926,Environmental Law,Business
7,11/27/2015,591,610,Cornerstones for College Success,Student Success
8,4/13/2015,458,925,Guide to Managerial Communication,Business
9,10/15/2015,275,973,The Economic Way of Thinking,Economics
10,12/11/2015,69,939,Macroeconomics,Economics
11,1/29/2016,370,479,Elementary Statistics,Statistics
12,9/16/2015,469,912,Fundamentals of Human Resource Management,Business
13,7/16/2015,285,568,Reading Rhetorically,English
14,11/16/2015,563,590,Mathematics for Business,Business
15,6/20/2015,543,910,Managerial Economics,Economics
16,2/13/2016,212,915,Experiencing MIS,Business
17,2/4/2016,438,597,Introductory Algebra 10,Mathematics
18,5/13/2015,201,477,Starting Out With Visual Basic,Computer Science
19,1/9/2016,585,551,Literature and the Writing Process,English
20,10/8/2015,298,923,Guide to Presentations,Business
21,3/10/2015,120,782,Public Relations Practices,Business
22,8/17/2015,52,611,"Cornerstones for Community College Success, 2/E",Student Success
23,2/5/2016,465,556,Mosaics: Reading and Writing Essays 6e,Student Success
24,9/4/2015,170,909,Management: A Focus on Leaders,Business
25,4/6/2015,217,939,Macroeconomics,Economics
26,7/5/2015,456,492,Internetworking with TCP/IP Volume One,Computer Science
27,11/8/2015,486,943,Modern Systems Analysis and Design,Business
28,10/19/2015,685,965,QuickBooks Pro 2013: A Complete Course,Business
29,5/22/2015,393,957,Principles of Risk Management and Insurance,Business
30,11/1/2015,339,951,Corporate Finance,Business
31,8/18/2015,47,569,Building College Vocabulary Strategies,Student Success
32,10/14/2015,93,697,"English for Careers: Business, Professional, and Technical",Business
33,6/6/2015,253,628,Business Math Brief,Business
34,3/2/2016,189,628,Business Math Brief,Business
1,3/17/2015,122,587,Algebra and Trigonometry,Mathematics
2,3/11/2015,178,604,Calculus and Its Applications Expanded Version,Mathematics
3,3/8/2015,149,704,Fundamentals of Communication Systems,Engineering
4,2/17/2016,84,919,MIS Essentials,Business
5,7/23/2015,145,965,QuickBooks Pro 2013: A Complete Course,Business
6,2/23/2016,600,492,Internetworking with TCP/IP Volume One,Computer Science
7,1/1/2016,237,969,Economics for Managers,Economics
8,6/1/2015,483,643,Engineering Vibration,Engineering
9,1/3/2016,422,589,College Algebra with Modeling & Visualization,Mathematics
1,12/30/2015,109,949,Macroeconomics,Economics
2,10/3/2015,421,783,Fundamentals of Investing,Business
3,10/31/2015,316,922,Management,Business
4,10/11/2015,633,937,Microeconomics,Economics
5,3/2/2016,650,610,Cornerstones for College Success,Student Success
6,1/8/2016,687,686,Ownership Series: Ownership: Study Strategies,Student Success
7,5/3/2015,163,618,Bridging the Gap,Student Success
8,5/3/2015,485,912,Fundamentals of Human Resource Management,Business
9,8/29/2015,694,558,"Strategies for Successful Writing, Concise Edition",English
10,8/15/2015,222,707,Managerial Economics,Economics
11,4/16/2015,553,984,E-Commerce 2013,Business
12,8/1/2015,321,896,Psychology of Investing,Business
13,11/8/2015,588,698,Global Marketing Management,Business
14,12/25/2015,391,574,Technical Communication,English
15,4/18/2015,29,980,Hands-On Database,Computer Science
16,10/20/2015,449,598,Introductory & Intermediate Algebra 3e,Mathematics
17,9/19/2015,643,485,Elementary Algebra,Mathematics
18,5/12/2015,164,909,Management: A Focus on Leaders,Business
19,8/17/2015,279,614,Writing for Life: Sentences and Paragraphs,Student Success
20,8/11/2015,527,918,Fundamentals of Futures and Options Markets,Business
21,9/25/2015,396,628,Business Math Brief,Business
22,12/8/2015,98,554,Strategies for Successful Writing,English
23,7/31/2015,530,492,Internetworking with TCP/IP Volume One,Computer Science
24,6/2/2015,544,788,Manufacturing Engineering & Technology,Engineering
25,2/10/2016,184,598,Introductory & Intermediate Algebra 3e,Mathematics
26,12/1/2015,652,556,Mosaics: Reading and Writing Essays 6e,Student Success
27,12/12/2015,632,919,MIS Essentials,Business
1,10/5/2015,401,788,Manufacturing Engineering & Technology,Engineering
2,6/1/2015,51,629,Precalculus: Essentials,Mathematics
3,11/30/2015,117,974,The Economics of Macro Issues,Economics
4,3/4/2016,668,976,"The Economics of Women, Men and Work",Economics
5,8/25/2015,552,927,International Management: Text and Cases,Business
6,9/22/2015,78,917,Information Systems Today,Business
7,11/19/2015,383,488,Statistics for Business: Decision Making and Analysis,Statistics
8,8/29/2015,611,916,Management Information Systems,Business
9,5/19/2015,304,899,Personal Finance,Business
10,5/29/2015,511,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
11,10/22/2015,135,612,Precalculus with Modeling & Visualization,Mathematics
12,1/15/2016,584,624,Precalculus,Mathematics
13,3/9/2015,584,952,"Corporate Finance, The Core",Business
14,8/20/2015,674,978,Database Processing,Computer Science
15,6/9/2015,154,618,Bridging the Gap,Student Success
16,10/23/2015,612,628,Business Math Brief,Business
17,10/25/2015,551,477,Starting Out With Visual Basic,Computer Science
18,10/14/2015,620,474,Starting Out with C++: Early Objects,Computer Science
19,2/14/2016,158,957,Principles of Risk Management and Insurance,Business
20,10/15/2015,429,696,Entrepreneurial Finance,Business
21,8/7/2015,395,472,Basics of Web Design: HTML5 & CSS3,Computer Science
22,4/11/2015,455,786,Managerial Accounting: Decision Making and Motivating Performance,Business
23,11/27/2015,51,924,The Economics of Sports,Economics
24,9/20/2015,463,683,Ownership Series: Ownership: Accountability,Student Success
25,11/21/2015,371,598,Introductory & Intermediate Algebra 3e,Mathematics
26,10/6/2015,494,895,Intercultural Business Communication,Business
27,3/12/2015,44,701,Adaptive Filter Theory,Engineering
28,2/7/2016,332,547,"The Curious Writer, Brief Edition",English
29,4/12/2015,189,934,Economics Today: The Macro View,Economics
30,7/3/2015,198,703,Principles of Macroeconomics,Economics
31,1/28/2016,443,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
32,7/29/2015,679,626,Elementary & Intermediate Algebra,Mathematics
1,7/11/2015,571,599,Analysis with an Introduction to Proof,Mathematics
2,4/23/2015,387,891,Marketing Plan Handbook,Business
3,11/19/2015,682,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,Business
4,1/14/2016,447,485,Elementary Algebra,Mathematics
5,6/30/2015,207,906,Database Systems,Computer Science
6,8/7/2015,48,931,Business Communication,Business
7,10/31/2015,509,703,Principles of Macroeconomics,Economics
8,2/19/2016,205,938,Microeconomics: Theory and Applications with Calculus,Economics
9,1/19/2016,597,896,Psychology of Investing,Business
10,8/30/2015,170,646,"Power Electronics: Circuits,Devices & Applications",Engineering
11,7/19/2015,245,916,Management Information Systems,Business
12,7/18/2015,676,583,John E. Freund's Mathematical Statistics with Applications,Statistics
13,10/28/2015,656,891,Marketing Plan Handbook,Business
14,11/20/2015,115,547,"The Curious Writer, Brief Edition",English
15,8/29/2015,184,583,John E. Freund's Mathematical Statistics with Applications,Statistics
16,12/26/2015,158,474,Starting Out with C++: Early Objects,Computer Science
17,9/2/2015,434,554,Strategies for Successful Writing,English
18,12/10/2015,222,783,Fundamentals of Investing,Business
19,6/12/2015,696,546,The Curious Writer,English
20,4/18/2015,659,704,Fundamentals of Communication Systems,Engineering
21,12/16/2015,199,920,Business Communication Essentials,Business
22,7/22/2015,361,984,E-Commerce 2013,Business
23,4/15/2015,99,487,Business Statistics: A First Course,Statistics
1,7/31/2015,155,892,Opportunities and Challenges of Workplace Diversity,Business
2,9/9/2015,611,585,College Algebra Essentials,Mathematics
3,11/11/2015,640,698,Global Marketing Management,Business
4,4/20/2015,57,610,Cornerstones for College Success,Student Success
5,3/18/2015,343,923,Guide to Presentations,Business
6,5/31/2015,589,947,Operations Management,Business
7,5/22/2015,509,940,Microeconomics,Economics
8,7/13/2015,235,925,Guide to Managerial Communication,Business
9,6/25/2015,173,569,Building College Vocabulary Strategies,Student Success
10,2/1/2016,318,551,Literature and the Writing Process,English
1,10/18/2015,322,894,International Economics,Economics
2,3/18/2015,280,940,Microeconomics,Economics
3,10/21/2015,108,482,Excursions in Modern Mathematics,Mathematics
4,10/7/2015,87,590,Mathematics for Business,Business
5,9/22/2015,240,916,Management Information Systems,Business
6,2/26/2016,396,637,Elementary Statistics Using Excel,Statistics
7,10/19/2015,530,559,The Blair Reader,English
8,6/16/2015,68,630,World Myth,English
9,8/7/2015,564,623,Precalculus Essentials,Mathematics
10,4/27/2015,497,646,"Power Electronics: Circuits,Devices & Applications",Engineering
11,8/23/2015,373,571,Style: Lessons in Clarity and Grace 11E,English
12,12/17/2015,246,474,Starting Out with C++: Early Objects,Computer Science
13,9/1/2015,570,476,Building Java Programs,Computer Science
14,3/21/2015,476,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
15,7/24/2015,563,484,A First Course in Probability,Statistics
16,12/18/2015,217,585,College Algebra Essentials,Mathematics
17,4/3/2015,654,564,Read to Achieve: Gateway to Academic Reading,Student Success
18,12/6/2015,602,570,Basic College Vocabulary Strategies,Student Success
19,4/6/2015,596,560,Prose Reader,English
1,10/12/2015,461,706,Introduction to Engineering Analysis,Engineering
2,1/24/2016,440,603,Intro Stats,Statistics
3,7/21/2015,689,596,Precalculus: A Unit Circle Approach,Mathematics
4,5/28/2015,134,898,Better Business,Business
5,5/7/2015,607,937,Microeconomics,Economics
6,3/2/2016,61,969,Economics for Managers,Economics
7,4/26/2015,640,685,Ownership Series: Ownership: Critical Thinking,Student Success
8,3/26/2015,597,792,Managing Engineering and Technology,Engineering
1,1/9/2016,132,978,Database Processing,Computer Science
2,6/14/2015,203,899,Personal Finance,Business
1,10/2/2015,90,926,Environmental Law,Business
2,10/23/2015,48,630,World Myth,English
3,7/28/2015,507,967,Principles of Economics,Economics
4,3/19/2015,485,585,College Algebra Essentials,Mathematics
5,7/16/2015,503,623,Precalculus Essentials,Mathematics
6,11/18/2015,75,608,Basic Technical Mathematics with Calculus,Mathematics
7,8/6/2015,541,958,Macroeconomics,Economics
8,5/30/2015,470,475,Java Software Structures,Computer Science
9,3/13/2015,114,906,Database Systems,Computer Science
10,7/5/2015,61,566,Academic Reading,Student Success
11,11/6/2015,452,480,Fundamentals of Statistics,Statistics
12,3/13/2015,567,706,Introduction to Engineering Analysis,Engineering
13,12/26/2015,237,965,QuickBooks Pro 2013: A Complete Course,Business
14,9/12/2015,308,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
15,10/10/2015,44,695,Aerodynamics for Engineers,Engineering
16,4/19/2015,263,917,Information Systems Today,Business
17,5/4/2015,130,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
18,1/17/2016,570,897,Introduction to Management Accounting,Business
19,9/16/2015,399,978,Database Processing,Computer Science
20,2/1/2016,204,968,Principles of Microeconomics,Economics
21,5/27/2015,358,486,Intermediate Algebra,Mathematics
22,3/3/2016,29,583,John E. Freund's Mathematical Statistics with Applications,Statistics
23,7/27/2015,52,560,Prose Reader,English
24,10/5/2015,136,693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science
25,1/30/2016,615,919,MIS Essentials,Business
26,4/26/2015,29,981,Business Intelligence,Business
27,6/29/2015,284,784,Mechanics of Materials,Engineering
28,6/27/2015,685,922,Management,Business
29,7/3/2015,546,594,Elementary Algebra:  Concepts & Applications,Mathematics
30,5/4/2015,434,933,Economics Today,Economics
31,10/31/2015,292,676,International Monetary & Financial  Economics,Economics
32,12/8/2015,488,943,Modern Systems Analysis and Design,Business
33,10/27/2015,327,939,Macroeconomics,Economics
1,9/22/2015,582,919,MIS Essentials,Business
2,12/17/2015,120,960,Customer Service: Career Success through Customer Loyalty,Business
3,2/14/2016,263,789,Machine Design,Engineering
4,10/24/2015,621,646,"Power Electronics: Circuits,Devices & Applications",Engineering
